vue_serie_6_mois,temps,periode,moment,attente,Binge_watching,refaire_binge_watching,pratiquer_binge_watching,type_serie,choix_serie,Recommandations_d'un_ami,Avis_d’autres_utilisateurs_sur_des_sites_web,Buzz,Acteurs,Pub,Realisateur/Production,Recommandations_plateformes,plateforme_serie,compagnie_serie,duree_ideal_serie,serie_avant,avis_netflix,prix_plateforme,age,sexe,categorie,nationalite,choix_fun,origine_serie,choix_ile,langue_serie
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Dramatique,Policier,Romantique,SF - Fantastique","Game of Thrones,Grey's Anatomy,House of Cards,Prison Break,Lost",0,-2,-2,-2,-2,0,0,"Des plateformes de visionnage payantes,chaines gratuites",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,25,femme,Personnel de l'ecole,Francais,L'ours,Americaine,,VF
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Non,,Non,"Action - Aventure,Dramatique","Game of Thrones,Friends,Les Simpsons,Stranger Things,Lost",1,0,1,-1,-1,-1,-1,"En telechargement ou streaming illegal","Seul,En couple",Entre 30min et 40min,,"Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,23,homme,Master,Francais,L'ours,Americaine,Antoine,"VOSTFR,VF"
Oui,Moins d'1h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Anime - Manga,Dramatique,Policier,Romantique,SF - Fantastique,Sitcom","Game of Thrones,Hana Yori Dango,House of Cards,Dragon Ball,Prison Break",2,0,1,-1,-2,-2,-1,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 20min et 30min,,"Le prix est trop eleve,Pas adaptees a mes besoins",Moins de 5E,34,femme,Enseignant/Chercheur,Francais,L'ours,"Americaine,British,Coreen,Japonais,vietnamien",Amelie,"VO,VOSTEN"
Oui,Entre 3h et 6h,Le weekend,En soiree,Regarder une serie en cours de diffusion,Non,,Non,"Action - Aventure,Dramatique","Game of Thrones,House of Cards,Le Bureau des Legendes,Stranger Things,Lost",2,-2,1,1,1,0,2,"En telechargement ou streaming illegal",Seul,Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Moins de 5E,21,femme,2A,Francais,Le requin,"Americaine,Francaise",Edouard,VOSTFR
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Non,,"Action - Aventure,Policier","Game of Thrones,Vikings,Rich and Morty,Stranger Things,Twin Peaks",2,1,-2,1,-2,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,22,homme,3A,Francais,L'ours,"Americaine,British",Anis,"VOSTFR,VOSTEN"
Oui,Moins d'1h,Le weekend,La journee,Je n'ai pas de preference,Non,,Non,"Comedie,Romantique","Friends,Grey's Anatomy,House of Cards,Le Bureau des Legendes,Downtown Abbey",1,-2,-2,0,-2,-1,-2,"Des plateformes de visionnage payantes,chaines payantes",Seul,Entre 30min et 40min,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,42,femme,Personnel de l'ecole,Francais,L'ours,British,Edouard,"VO,VF"
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Non,,Non,"Action - Aventure,Comedie,SF - Fantastique","Game of Thrones,Les Simpsons,House of Cards,Vikings,Serie de Fourier",1,-1,1,0,0,1,1,"chaines gratuites,chaines payantes,Sur support physique","Seul,En couple",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,38,homme,Enseignant/Chercheur,Francais,L'ours,"Americaine,Francaise",Amelie,"VOSTFR,VF"
Oui,Moins d'1h,En semaine,En soiree,Je n'ai pas de preference,Oui,Non,,"Action - Aventure,SF - Fantastique","Game of Thrones,The Wire,Twin Peaks,Lost,Serie de Fourier",2,1,0,-1,-2,-1,-2,"En telechargement ou streaming illegal",En couple,Entre 30min et 40min,,Je ne connais pas,Je ne souhaite pas payer pour ce genre de service,45,homme,Enseignant/Chercheur,Francais,Le requin,"Americaine,British,Francaise",Amelie,"VO,VOSTFR,VOSTEN"
Oui,Moins d'1h,Le weekend,La nuit,Je n'ai pas de preference,Non,,Non,"Comedie,Dramatique","Friends,Les Simpsons,Prison Break,Lost,Serie de Fourier",1,0,0,0,0,0,0,"En telechargement ou streaming illegal","Seul,En couple",Entre 30min et 40min,,"Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,65,homme,Enseignant/Chercheur,Francais,L'ours,"Americaine,British",Amelie,VOSTFR
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga","Game of Thrones,Friends,Les Simpsons,Vikings,Dragon Ball",2,-1,1,1,1,1,-2,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 40min et 1h,,Je prefere acceder au contenu illegalement et gratuitement,Entre 10E et 20E,23,homme,3A,Francais,L'ours,Americaine,Ferdinand,"VOSTFR,VF"
Oui,Moins d'1h,Le weekend,En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Policier,SF - Fantastique","Game of Thrones,Friends,Les Simpsons,House of Cards,Prison Break",1,0,0,-2,-2,-1,-2,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Moins de 5E,22,homme,Ancien eleve,Francais,L'ours,Americaine,Amelie,"VO,VOSTFR,VOSTEN"
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,Policier,SF - Fantastique","Game of Thrones,Friends,House of Cards,Vikings,Stranger Things",2,1,1,-1,-1,-1,-1,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Entre 10E et 20E,21,homme,en cesure,Francais,Le requin,"Americaine,British,Francaise",Edouard,"VO,VOSTFR,VOSTEN"
Non,,,,,,,,,,,,,,,,,,,,Non,Le prix est trop eleve,Moins de 5E,22,femme,3A,Francais,L'ours,,,
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Non,,"Action - Aventure,Comedie,Policier,Sitcom","Game of Thrones,Friends,Les Simpsons,Le Bureau des Legendes,Stranger Things",1,0,1,2,1,2,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites,chaines payantes",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,29,femme,Personnel de l'ecole,Francais,L'ours,"Americaine,British",Anis,VO
Oui,Entre 1h et 3h,Le weekend,En soiree,Je n'ai pas de preference,Non,,Oui,Action - Aventure,"Game of Thrones,Friends,Grey's Anatomy,House of Cards,Stranger Things",2,1,-1,0,-2,0,1,"Des plateformes de visionnage payantes","En couple,Entre amis",Entre 30min et 40min,,Je prefere acceder au contenu illegalement et gratuitement,Moins de 5E,22,femme,3A,Francais,L'ours,Americaine,Amelie,"VO,VOSTFR"
Oui,Entre 3h et 6h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,Policier,SF - Fantastique","Game of Thrones,Vikings,Rich and Morty,Prison Break,Serie de Fourier",1,1,-1,1,-2,0,0,"En telechargement ou streaming illegal","Seul,En couple,Entre amis",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,20,femme,2A,Francais,L'ours,"Americaine,British",Antoine,"VOSTFR,VF"
Non,,,,,,,,"Comedie,Dramatique,Policier","Game of Thrones,House of Cards,Le Bureau des Legendes,Stranger Things,Prison Break",2,-2,1,1,0,0,-2,"En telechargement ou streaming illegal,chaines gratuites","Seul,Entre amis",Entre 40min et 1h,Oui,"Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,23,homme,3A,Francais,L'ours,"Americaine,British,Francaise",Amelie,"VOSTFR,VF"
Oui,Entre 6h et 10h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Dramatique,Dessins animes,Policier","Game of Thrones,Vikings,The Wire,Rich and Morty,Stranger Things",1,2,0,-1,-2,0,-2,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,23,homme,3A,Francais,L'ours,"Americaine,British",Amelie,"VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Non,,"Action - Aventure,SF - Fantastique,Sitcom","Game of Thrones,Grey's Anatomy,House of Cards,Downtown Abbey,Lost",2,0,2,2,1,1,0,"Des plateformes de visionnage payantes,chaines gratuites",En couple,Entre 30min et 40min,,Adaptees a mes besoins,Entre de 5E et 10E,29,homme,Personnel de l'ecole,Francais,L'ours,Americaine,Antoine,"VO,VOSTEN"
Non,,,,,,,,SF - Fantastique,"Grey's Anatomy,Les Simpsons,Rich and Morty,Dragon Ball,Serie de Fourier",-2,-2,-2,-2,-2,-2,-2,chaines gratuites,En couple,Entre 20min et 30min,Oui,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve",Je ne souhaite pas payer pour ce genre de service,47,homme,Personnel de l'ecole,Francais,Le requin,"Americaine,Francaise",Amelie,"VOSTFR,VF"
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Comedie,Policier,Romantique","Friends,Grey's Anatomy,Vikings,Downtown Abbey,Un Dos Tres",0,-1,-1,2,0,-1,-1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites,Sur support physique","Seul,En famille",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre 10E et 20E,54,femme,Personnel de l'ecole,Francais,Le requin,"Latino,Americaine,Francaise",Edouard,VF
Oui,Entre 3h et 6h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,Dramatique,SF - Fantastique,Sitcom","Game of Thrones,Friends,Les Simpsons,Vikings,Downtown Abbey",2,0,-1,1,-1,1,0,"En telechargement ou streaming illegal,chaines gratuites,Sur support physique","Seul,En couple,Entre amis,En famille",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre 10E et 20E,22,homme,3A,Francais,L'ours,"Americaine,British,Francaise",Amelie,"VO,VOSTEN"
Oui,Entre 1h et 3h,En semaine,En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Non,Policier,"Grey's Anatomy,Plus belle la vie,Vikings,Prison Break,Serie de Fourier",2,-2,-2,-2,-2,-2,-2,"En telechargement ou streaming illegal",Seul,Entre 30min et 40min,,Je ne connais pas,Je ne souhaite pas payer pour ce genre de service,42,femme,Personnel de l'ecole,Francais,L'ours,Americaine,,VOSTFR
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Non,,Non,"Action - Aventure,Anime - Manga,Dessins animes,SF - Fantastique","Game of Thrones,Friends,Les Simpsons,Vikings,Dragon Ball",1,-1,-1,-2,-2,-2,-2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",En couple,Entre 40min et 1h,,Adaptees a mes besoins,Entre de 5E et 10E,25,homme,Master,Francais,L'ours,"Americaine,Japonais",Ferdinand,"VO,VOSTFR"
Oui,Entre 1h et 3h,"En semaine,Le weekend","La journee,En soiree,La nuit",Regarder une serie en cours de diffusion,Oui,Oui,,"Comedie,SF - Fantastique","Game of Thrones,House of Cards,Rich and Morty,Stranger Things,Serie de Fourier",2,0,-2,1,-2,0,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,21,homme,2A,Francais,L'ours,"Americaine,British",Amelie,"VO,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Oui,"Action - Aventure,Comedie,Dramatique,Policier,Romantique,SF - Fantastique,Sitcom","Game of Thrones,Friends,Grey's Anatomy,House of Cards,Stranger Things",1,2,2,-1,0,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites,chaines payantes,Sur support physique","Seul,En couple,Entre amis,En famille",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,24,femme,Ancien eleve,Francais,L'ours,"Americaine,British",Ferdinand,"VO,VOSTFR"
Oui,Entre 3h et 6h,Le weekend,En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Dramatique,SF - Fantastique","Game of Thrones,Grey's Anatomy,House of Cards,Vikings,Stranger Things",2,0,2,0,-1,-1,-1,"En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,20,femme,2A,Francais,L'ours,"Americaine,British",,VOSTFR
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Dessins animes,Horreur - Epouvante,SF - Fantastique","Game of Thrones,Vikings,Rich and Morty,Stranger Things,Dragon Ball",1,2,1,1,-2,1,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple,Entre amis,En famille",Entre 20min et 30min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,24,homme,en cesure,Mexicain,Le requin,"Latino,Americaine,British,Japonais",Ferdinand,"VO,VOSTEN"
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend","En soiree,La nuit",Regarder une serie en cours de diffusion,Oui,Non,,"Action - Aventure,Comedie,Dramatique,Policier,SF - Fantastique,Sitcom","Game of Thrones,Friends,Grey's Anatomy,House of Cards,Downtown Abbey",2,2,0,2,-2,2,-2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites,Sur support physique","Seul,Entre amis",Moins de 20min,,Pas adaptees a mes besoins,Entre 10E et 20E,25,femme,Ancien eleve,Marocain,Le requin,"Americaine,British",,VO
Oui,Moins d'1h,En semaine,En soiree,Regarder une serie en cours de diffusion,Non,,Non,Action - Aventure,"Game of Thrones,House of Cards,Le Bureau des Legendes,Vikings,The Wire",1,1,2,0,0,1,1,"En telechargement ou streaming illegal",En couple,Entre 40min et 1h,,Le prix est trop eleve,Moins de 5E,21,homme,2A,Francais,L'ours,Francaise,Edouard,VO
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree",Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Dramatique,Policier,SF - Fantastique","Game of Thrones,Les Simpsons,Vikings,Rich and Morty,Stranger Things",1,0,1,1,-2,1,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites","Seul,En couple,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,24,homme,Ancien eleve,Francais,Le requin,"Americaine,British",Amelie,"VO,VOSTFR,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend",La journee,Je n'ai pas de preference,Oui,Oui,,"Comedie,Dramatique,Policier,Romantique","Game of Thrones,Friends,Grey's Anatomy,Les Simpsons,Lost",1,-2,0,-2,0,-2,0,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,23,femme,2A,Francais,Le requin,Americaine,Amelie,"VO,VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Non,"Action - Aventure,Comedie,Dramatique,Policier,SF - Fantastique","Game of Thrones,House of Cards,Rich and Morty,Prison Break,Serie de Fourier",2,-1,0,-2,-2,-1,-1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",En couple,Entre 30min et 40min,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,30,femme,Enseignant/Chercheur,Francais,Le requin,"Americaine,British",Ferdinand,VOSTEN
Oui,Entre 3h et 6h,"En semaine,Le weekend","La journee,En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Non,"Action - Aventure,Anime - Manga,SF - Fantastique","Game of Thrones,Le Bureau des Legendes,Vikings,Dragon Ball,Twin Peaks",1,1,-2,1,-1,1,-2,"En telechargement ou streaming illegal,chaines payantes,Sur support physique","Seul,En couple",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Pas adaptees a mes besoins",Moins de 5E,30,homme,Doctorant,Francais,L'ours,"Americaine,British,Japonais",Anis,"VO,VOSTFR,VF"
Oui,Entre 6h et 10h,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Policier,SF - Fantastique","Game of Thrones,House of Cards,Le Bureau des Legendes,The Wire,Stranger Things",2,2,0,1,-2,-2,-2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 40min et 1h,,Pas adaptees a mes besoins,Entre de 5E et 10E,34,femme,Enseignant/Chercheur,Francais,Le requin,"Americaine,British,Francaise,Japonais",,"VO,VOSTFR"
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Policier,SF - Fantastique","Game of Thrones,Friends,Les Simpsons,Stranger Things,The Sopranos",1,1,1,0,0,0,0,"Des plateformes de visionnage payantes","Seul,En couple,En famille",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,43,homme,Personnel de l'ecole,Francais,Le requin,"Americaine,British",Amelie,"VOSTFR,VF"
Oui,Entre 6h et 10h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Comedie,Dramatique,Policier,Romantique,SF - Fantastique,Sitcom","Game of Thrones,Grey's Anatomy,Le Bureau des Legendes,Downtown Abbey,Rich and Morty",2,0,0,1,-1,-1,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,Le prix est trop eleve,Moins de 5E,21,femme,2A,Francais,L'ours,"Americaine,British,Francaise",Amelie,"VO,VOSTEN"
